Number of batches:  53220
[train] epoch=3 step=163800 loss=2.1667 lr=9.65e-04
[train] epoch=3 step=163850 loss=2.1126 lr=9.65e-04
[train] epoch=3 step=163900 loss=2.1033 lr=9.65e-04
[train] epoch=3 step=163950 loss=2.1977 lr=9.65e-04
[train] epoch=3 step=164000 loss=2.1174 lr=9.65e-04
[train] epoch=3 step=164050 loss=2.1602 lr=9.65e-04
[train] epoch=3 step=164100 loss=2.0933 lr=9.65e-04
[train] epoch=3 step=164150 loss=2.2408 lr=9.65e-04
[train] epoch=3 step=164200 loss=2.2327 lr=9.65e-04
[train] epoch=3 step=164250 loss=2.0853 lr=9.65e-04
[train] epoch=3 step=164300 loss=2.0231 lr=9.65e-04
[train] epoch=3 step=164350 loss=2.0316 lr=9.65e-04
[train] epoch=3 step=164400 loss=2.2533 lr=9.65e-04
[train] epoch=3 step=164450 loss=2.2101 lr=9.65e-04
[train] epoch=3 step=164500 loss=2.1268 lr=9.65e-04
[train] epoch=3 step=164550 loss=2.1692 lr=9.65e-04
[train] epoch=3 step=164600 loss=2.0520 lr=9.65e-04
[train] epoch=3 step=164650 loss=2.0604 lr=9.65e-04
[train] epoch=3 step=164700 loss=2.1947 lr=9.65e-04
[train] epoch=3 step=164750 loss=2.0394 lr=9.65e-04
[train] epoch=3 step=164800 loss=2.0681 lr=9.65e-04
[train] epoch=3 step=164850 loss=2.0880 lr=9.65e-04
[train] epoch=3 step=164900 loss=2.2016 lr=9.65e-04
[train] epoch=3 step=164950 loss=2.0637 lr=9.65e-04
[train] epoch=3 step=165000 loss=2.0202 lr=9.65e-04
[train] epoch=3 step=165050 loss=2.0894 lr=9.65e-04
[train] epoch=3 step=165100 loss=2.1509 lr=9.65e-04
[train] epoch=3 step=165150 loss=2.2109 lr=9.65e-04
[train] epoch=3 step=165200 loss=2.0111 lr=9.65e-04
[train] epoch=3 step=165250 loss=2.2109 lr=9.65e-04
[train] epoch=3 step=165300 loss=2.0718 lr=9.65e-04
[train] epoch=3 step=165350 loss=2.1418 lr=9.65e-04
[train] epoch=3 step=165400 loss=2.0440 lr=9.65e-04
[train] epoch=3 step=165450 loss=2.1817 lr=9.65e-04
[train] epoch=3 step=165500 loss=2.0640 lr=9.65e-04
[train] epoch=3 step=165550 loss=2.0620 lr=9.65e-04
[train] epoch=3 step=165600 loss=2.1983 lr=9.65e-04
[train] epoch=3 step=165650 loss=2.0689 lr=9.65e-04
[train] epoch=3 step=165700 loss=2.2519 lr=9.65e-04
[train] epoch=3 step=165750 loss=2.0708 lr=9.65e-04
[train] epoch=3 step=165800 loss=2.1905 lr=9.65e-04
[train] epoch=3 step=165850 loss=2.1005 lr=9.65e-04
[train] epoch=3 step=165900 loss=2.2190 lr=9.65e-04
[train] epoch=3 step=165950 loss=2.1294 lr=9.65e-04
[train] epoch=3 step=166000 loss=2.2259 lr=9.65e-04
[train] epoch=3 step=166050 loss=2.2780 lr=9.65e-04
[train] epoch=3 step=166100 loss=2.0547 lr=9.65e-04
[train] epoch=3 step=166150 loss=2.3049 lr=9.65e-04
[train] epoch=3 step=166200 loss=2.0824 lr=9.65e-04
[train] epoch=3 step=166250 loss=2.1796 lr=9.65e-04
[train] epoch=3 step=166300 loss=2.1594 lr=9.65e-04
[train] epoch=3 step=166350 loss=2.1901 lr=9.65e-04
[train] epoch=3 step=166400 loss=2.0522 lr=9.65e-04
[train] epoch=3 step=166450 loss=2.1607 lr=9.65e-04
[train] epoch=3 step=166500 loss=2.1676 lr=9.65e-04
[train] epoch=3 step=166550 loss=2.0830 lr=9.65e-04
[train] epoch=3 step=166600 loss=2.2033 lr=9.65e-04
[train] epoch=3 step=166650 loss=2.1324 lr=9.65e-04
[train] epoch=3 step=166700 loss=2.1409 lr=9.65e-04
[train] epoch=3 step=166750 loss=2.0210 lr=9.65e-04
[train] epoch=3 step=166800 loss=2.2229 lr=9.65e-04
[train] epoch=3 step=166850 loss=2.1446 lr=9.65e-04
[train] epoch=3 step=166900 loss=2.1267 lr=9.65e-04
[train] epoch=3 step=166950 loss=2.0785 lr=9.65e-04
[train] epoch=3 step=167000 loss=2.0740 lr=9.65e-04
[train] epoch=3 step=167050 loss=2.1789 lr=9.65e-04
[train] epoch=3 step=167100 loss=2.1302 lr=9.65e-04
[train] epoch=3 step=167150 loss=2.0947 lr=9.65e-04
[train] epoch=3 step=167200 loss=2.1638 lr=9.65e-04
[train] epoch=3 step=167250 loss=2.0888 lr=9.65e-04
[train] epoch=3 step=167300 loss=2.2259 lr=9.65e-04
[train] epoch=3 step=167350 loss=2.1598 lr=9.64e-04
[train] epoch=3 step=167400 loss=2.1250 lr=9.64e-04
[train] epoch=3 step=167450 loss=2.1734 lr=9.64e-04
[train] epoch=3 step=167500 loss=2.0250 lr=9.64e-04
[train] epoch=3 step=167550 loss=2.1852 lr=9.64e-04
[train] epoch=3 step=167600 loss=2.2787 lr=9.64e-04
[train] epoch=3 step=167650 loss=2.2334 lr=9.64e-04
[train] epoch=3 step=167700 loss=2.1816 lr=9.64e-04
[train] epoch=3 step=167750 loss=2.1305 lr=9.64e-04
[train] epoch=3 step=167800 loss=2.2019 lr=9.64e-04
[train] epoch=3 step=167850 loss=2.1196 lr=9.64e-04
[train] epoch=3 step=167900 loss=2.1995 lr=9.64e-04
[train] epoch=3 step=167950 loss=1.9868 lr=9.64e-04
[train] epoch=3 step=168000 loss=2.1071 lr=9.64e-04
[train] epoch=3 step=168050 loss=2.1429 lr=9.64e-04
[train] epoch=3 step=168100 loss=1.9752 lr=9.64e-04
[train] epoch=3 step=168150 loss=2.1090 lr=9.64e-04
[train] epoch=3 step=168200 loss=2.0686 lr=9.64e-04
[train] epoch=3 step=168250 loss=2.0217 lr=9.64e-04
[train] epoch=3 step=168300 loss=2.0467 lr=9.64e-04
[train] epoch=3 step=168350 loss=2.1463 lr=9.64e-04
[train] epoch=3 step=168400 loss=2.2386 lr=9.64e-04
[train] epoch=3 step=168450 loss=2.2208 lr=9.64e-04
[train] epoch=3 step=168500 loss=2.2108 lr=9.64e-04
[train] epoch=3 step=168550 loss=2.0361 lr=9.64e-04
[train] epoch=3 step=168600 loss=2.1620 lr=9.64e-04
[train] epoch=3 step=168650 loss=2.1498 lr=9.64e-04
[train] epoch=3 step=168700 loss=2.1158 lr=9.64e-04
[train] epoch=3 step=168750 loss=2.1860 lr=9.64e-04
[train] epoch=3 step=168800 loss=2.0845 lr=9.64e-04
[train] epoch=3 step=168850 loss=2.2450 lr=9.64e-04
[train] epoch=3 step=168900 loss=2.2730 lr=9.64e-04
[train] epoch=3 step=168950 loss=2.2380 lr=9.64e-04
[train] epoch=3 step=169000 loss=2.1941 lr=9.64e-04
[train] epoch=3 step=169050 loss=2.1006 lr=9.64e-04
[train] epoch=3 step=169100 loss=2.0503 lr=9.64e-04
[train] epoch=3 step=169150 loss=2.1606 lr=9.64e-04
[train] epoch=3 step=169200 loss=2.0667 lr=9.64e-04
[train] epoch=3 step=169250 loss=2.1325 lr=9.64e-04
[train] epoch=3 step=169300 loss=2.0768 lr=9.64e-04
[train] epoch=3 step=169350 loss=2.2218 lr=9.64e-04
[train] epoch=3 step=169400 loss=2.1265 lr=9.64e-04
[train] epoch=3 step=169450 loss=2.1902 lr=9.64e-04
[train] epoch=3 step=169500 loss=2.1258 lr=9.64e-04
[train] epoch=3 step=169550 loss=2.0885 lr=9.64e-04
[train] epoch=3 step=169600 loss=2.1070 lr=9.64e-04
[train] epoch=3 step=169650 loss=2.1472 lr=9.64e-04
[train] epoch=3 step=169700 loss=2.1245 lr=9.64e-04
[train] epoch=3 step=169750 loss=2.2020 lr=9.64e-04
[train] epoch=3 step=169800 loss=2.1659 lr=9.64e-04
[train] epoch=3 step=169850 loss=2.0728 lr=9.64e-04
[train] epoch=3 step=169900 loss=2.2008 lr=9.64e-04
[train] epoch=3 step=169950 loss=2.1726 lr=9.64e-04
[train] epoch=3 step=170000 loss=2.0624 lr=9.64e-04
[train] epoch=3 step=170050 loss=2.1213 lr=9.64e-04
[train] epoch=3 step=170100 loss=2.1090 lr=9.64e-04
[train] epoch=3 step=170150 loss=2.2158 lr=9.64e-04
[train] epoch=3 step=170200 loss=2.1388 lr=9.64e-04
[train] epoch=3 step=170250 loss=2.0918 lr=9.64e-04
[train] epoch=3 step=170300 loss=2.3025 lr=9.64e-04
[train] epoch=3 step=170350 loss=2.1929 lr=9.64e-04
[train] epoch=3 step=170400 loss=2.1819 lr=9.64e-04
[train] epoch=3 step=170450 loss=2.1335 lr=9.64e-04
[train] epoch=3 step=170500 loss=2.1153 lr=9.64e-04
[train] epoch=3 step=170550 loss=2.1640 lr=9.64e-04
[train] epoch=3 step=170600 loss=2.1144 lr=9.64e-04
[train] epoch=3 step=170650 loss=2.1805 lr=9.64e-04
[train] epoch=3 step=170700 loss=2.0306 lr=9.64e-04
[train] epoch=3 step=170750 loss=2.1731 lr=9.64e-04
[train] epoch=3 step=170800 loss=2.1447 lr=9.64e-04
[train] epoch=3 step=170850 loss=2.0101 lr=9.64e-04
[train] epoch=3 step=170900 loss=2.2094 lr=9.64e-04
[train] epoch=3 step=170950 loss=2.1245 lr=9.64e-04
[train] epoch=3 step=171000 loss=2.1445 lr=9.64e-04
[train] epoch=3 step=171050 loss=2.1687 lr=9.64e-04
[train] epoch=3 step=171100 loss=2.1166 lr=9.64e-04
[train] epoch=3 step=171150 loss=2.2275 lr=9.64e-04
[train] epoch=3 step=171200 loss=2.1298 lr=9.64e-04
[train] epoch=3 step=171250 loss=2.1209 lr=9.64e-04
[train] epoch=3 step=171300 loss=1.8933 lr=9.64e-04
[train] epoch=3 step=171350 loss=2.0834 lr=9.64e-04
[train] epoch=3 step=171400 loss=2.1873 lr=9.64e-04
[train] epoch=3 step=171450 loss=2.0761 lr=9.64e-04
[train] epoch=3 step=171500 loss=2.1516 lr=9.64e-04
[train] epoch=3 step=171550 loss=2.1842 lr=9.64e-04
[train] epoch=3 step=171600 loss=2.1885 lr=9.64e-04
[train] epoch=3 step=171650 loss=2.1325 lr=9.64e-04
[train] epoch=3 step=171700 loss=2.2412 lr=9.64e-04
[train] epoch=3 step=171750 loss=2.1587 lr=9.64e-04
[train] epoch=3 step=171800 loss=2.1921 lr=9.64e-04
[train] epoch=3 step=171850 loss=2.2120 lr=9.64e-04
[train] epoch=3 step=171900 loss=2.1628 lr=9.64e-04
[train] epoch=3 step=171950 loss=2.0746 lr=9.64e-04
[train] epoch=3 step=172000 loss=2.0324 lr=9.64e-04
[train] epoch=3 step=172050 loss=2.0143 lr=9.64e-04
[train] epoch=3 step=172100 loss=2.2250 lr=9.64e-04
[train] epoch=3 step=172150 loss=2.1594 lr=9.64e-04
[train] epoch=3 step=172200 loss=2.1364 lr=9.64e-04
[train] epoch=3 step=172250 loss=2.0764 lr=9.64e-04
[train] epoch=3 step=172300 loss=2.0775 lr=9.64e-04
[train] epoch=3 step=172350 loss=2.1659 lr=9.64e-04
[train] epoch=3 step=172400 loss=2.1448 lr=9.64e-04
[train] epoch=3 step=172450 loss=2.1018 lr=9.64e-04
[train] epoch=3 step=172500 loss=2.2290 lr=9.64e-04
[train] epoch=3 step=172550 loss=2.1570 lr=9.64e-04
[train] epoch=3 step=172600 loss=2.0961 lr=9.64e-04
[train] epoch=3 step=172650 loss=2.1280 lr=9.64e-04
[train] epoch=3 step=172700 loss=2.1027 lr=9.64e-04
[train] epoch=3 step=172750 loss=2.1705 lr=9.64e-04
[train] epoch=3 step=172800 loss=2.1618 lr=9.64e-04
[train] epoch=3 step=172850 loss=2.1445 lr=9.64e-04
[train] epoch=3 step=172900 loss=2.1291 lr=9.64e-04
[train] epoch=3 step=172950 loss=2.1257 lr=9.64e-04
[train] epoch=3 step=173000 loss=2.1849 lr=9.64e-04
[train] epoch=3 step=173050 loss=2.1627 lr=9.64e-04
[train] epoch=3 step=173100 loss=2.1212 lr=9.64e-04
[train] epoch=3 step=173150 loss=2.1566 lr=9.64e-04
[train] epoch=3 step=173200 loss=2.1302 lr=9.64e-04
[train] epoch=3 step=173250 loss=2.1252 lr=9.64e-04
[train] epoch=3 step=173300 loss=2.1233 lr=9.64e-04
[train] epoch=3 step=173350 loss=2.1227 lr=9.64e-04
[train] epoch=3 step=173400 loss=2.1635 lr=9.64e-04
[train] epoch=3 step=173450 loss=2.0731 lr=9.64e-04
[train] epoch=3 step=173500 loss=2.2202 lr=9.64e-04
[train] epoch=3 step=173550 loss=2.2196 lr=9.64e-04
[train] epoch=3 step=173600 loss=2.0622 lr=9.64e-04
[train] epoch=3 step=173650 loss=2.1270 lr=9.64e-04
[train] epoch=3 step=173700 loss=2.1545 lr=9.64e-04
[train] epoch=3 step=173750 loss=2.0385 lr=9.64e-04
[train] epoch=3 step=173800 loss=2.2086 lr=9.64e-04
[train] epoch=3 step=173850 loss=1.9327 lr=9.64e-04
[train] epoch=3 step=173900 loss=1.9913 lr=9.64e-04
[train] epoch=3 step=173950 loss=2.1676 lr=9.64e-04
[train] epoch=3 step=174000 loss=2.0362 lr=9.64e-04
[train] epoch=3 step=174050 loss=2.1171 lr=9.64e-04
[train] epoch=3 step=174100 loss=2.0678 lr=9.64e-04
[train] epoch=3 step=174150 loss=2.0842 lr=9.64e-04
[train] epoch=3 step=174200 loss=2.0941 lr=9.64e-04
[train] epoch=3 step=174250 loss=2.0453 lr=9.64e-04
[train] epoch=3 step=174300 loss=2.1067 lr=9.64e-04
[train] epoch=3 step=174350 loss=2.0976 lr=9.64e-04
[train] epoch=3 step=174400 loss=2.1628 lr=9.64e-04
[train] epoch=3 step=174450 loss=2.2711 lr=9.64e-04
[train] epoch=3 step=174500 loss=2.0971 lr=9.64e-04
[train] epoch=3 step=174550 loss=2.1398 lr=9.64e-04
[train] epoch=3 step=174600 loss=2.1816 lr=9.64e-04
[train] epoch=3 step=174650 loss=2.0171 lr=9.64e-04
[train] epoch=3 step=174700 loss=2.1417 lr=9.64e-04
[train] epoch=3 step=174750 loss=2.1365 lr=9.64e-04
[train] epoch=3 step=174800 loss=2.0971 lr=9.64e-04
[train] epoch=3 step=174850 loss=2.1277 lr=9.64e-04
[train] epoch=3 step=174900 loss=2.0302 lr=9.64e-04
[train] epoch=3 step=174950 loss=2.0978 lr=9.64e-04
[train] epoch=3 step=175000 loss=2.0667 lr=9.64e-04
[train] epoch=3 step=175050 loss=2.0313 lr=9.64e-04
[train] epoch=3 step=175100 loss=2.2312 lr=9.64e-04
[train] epoch=3 step=175150 loss=2.0820 lr=9.64e-04
[train] epoch=3 step=175200 loss=2.0166 lr=9.64e-04
[train] epoch=3 step=175250 loss=2.0975 lr=9.64e-04
[train] epoch=3 step=175300 loss=2.1392 lr=9.64e-04
[train] epoch=3 step=175350 loss=2.0134 lr=9.64e-04
[train] epoch=3 step=175400 loss=2.0809 lr=9.64e-04
[train] epoch=3 step=175450 loss=2.1718 lr=9.64e-04
[train] epoch=3 step=175500 loss=2.0383 lr=9.64e-04
[train] epoch=3 step=175550 loss=2.0811 lr=9.64e-04
[train] epoch=3 step=175600 loss=2.0918 lr=9.64e-04
[train] epoch=3 step=175650 loss=2.0948 lr=9.64e-04
[train] epoch=3 step=175700 loss=2.0912 lr=9.64e-04
[train] epoch=3 step=175750 loss=2.1436 lr=9.64e-04
[train] epoch=3 step=175800 loss=2.0925 lr=9.64e-04
[train] epoch=3 step=175850 loss=2.0962 lr=9.64e-04
[train] epoch=3 step=175900 loss=2.1714 lr=9.64e-04
[train] epoch=3 step=175950 loss=2.1215 lr=9.64e-04
[train] epoch=3 step=176000 loss=2.0723 lr=9.64e-04
[train] epoch=3 step=176050 loss=2.0677 lr=9.64e-04
[train] epoch=3 step=176100 loss=2.2147 lr=9.64e-04
[train] epoch=3 step=176150 loss=2.1108 lr=9.64e-04
[train] epoch=3 step=176200 loss=2.0411 lr=9.64e-04
[train] epoch=3 step=176250 loss=2.1193 lr=9.64e-04
[train] epoch=3 step=176300 loss=2.1760 lr=9.64e-04
[train] epoch=3 step=176350 loss=2.2646 lr=9.64e-04
[train] epoch=3 step=176400 loss=2.0978 lr=9.64e-04
[train] epoch=3 step=176450 loss=2.0374 lr=9.64e-04
[train] epoch=3 step=176500 loss=2.1674 lr=9.64e-04
[train] epoch=3 step=176550 loss=2.0850 lr=9.64e-04
[train] epoch=3 step=176600 loss=2.0342 lr=9.64e-04
[train] epoch=3 step=176650 loss=2.2431 lr=9.64e-04
[train] epoch=3 step=176700 loss=2.0588 lr=9.64e-04
[train] epoch=3 step=176750 loss=2.2147 lr=9.64e-04
[train] epoch=3 step=176800 loss=2.1651 lr=9.64e-04
[train] epoch=3 step=176850 loss=2.0630 lr=9.64e-04
[train] epoch=3 step=176900 loss=2.1804 lr=9.64e-04
[train] epoch=3 step=176950 loss=2.1716 lr=9.64e-04
[train] epoch=3 step=177000 loss=2.1024 lr=9.64e-04
[train] epoch=3 step=177050 loss=2.1290 lr=9.64e-04
[train] epoch=3 step=177100 loss=2.1812 lr=9.64e-04
[train] epoch=3 step=177150 loss=2.0678 lr=9.64e-04
[train] epoch=3 step=177200 loss=2.1546 lr=9.64e-04
[train] epoch=3 step=177250 loss=2.1620 lr=9.64e-04
[train] epoch=3 step=177300 loss=2.0481 lr=9.64e-04
[train] epoch=3 step=177350 loss=2.1043 lr=9.64e-04
[train] epoch=3 step=177400 loss=2.0822 lr=9.64e-04
[train] epoch=3 step=177450 loss=1.9935 lr=9.64e-04
[train] epoch=3 step=177500 loss=2.0717 lr=9.63e-04
[train] epoch=3 step=177550 loss=2.2018 lr=9.63e-04
[train] epoch=3 step=177600 loss=2.1089 lr=9.63e-04
[train] epoch=3 step=177650 loss=2.1013 lr=9.63e-04
[train] epoch=3 step=177700 loss=2.2174 lr=9.63e-04
[train] epoch=3 step=177750 loss=2.0297 lr=9.63e-04
[train] epoch=3 step=177800 loss=2.0261 lr=9.63e-04
[train] epoch=3 step=177850 loss=2.1962 lr=9.63e-04
[train] epoch=3 step=177900 loss=2.1732 lr=9.63e-04
[train] epoch=3 step=177950 loss=2.0360 lr=9.63e-04
[train] epoch=3 step=178000 loss=2.1418 lr=9.63e-04
[train] epoch=3 step=178050 loss=2.1491 lr=9.63e-04
[train] epoch=3 step=178100 loss=2.0601 lr=9.63e-04
[train] epoch=3 step=178150 loss=2.1490 lr=9.63e-04
[train] epoch=3 step=178200 loss=2.1314 lr=9.63e-04
[train] epoch=3 step=178250 loss=2.1008 lr=9.63e-04
[train] epoch=3 step=178300 loss=2.1145 lr=9.63e-04
[train] epoch=3 step=178350 loss=2.1541 lr=9.63e-04
[train] epoch=3 step=178400 loss=2.1052 lr=9.63e-04
[train] epoch=3 step=178450 loss=2.0878 lr=9.63e-04
[train] epoch=3 step=178500 loss=2.1516 lr=9.63e-04
[train] epoch=3 step=178550 loss=2.0726 lr=9.63e-04
[train] epoch=3 step=178600 loss=2.1429 lr=9.63e-04
[train] epoch=3 step=178650 loss=2.1148 lr=9.63e-04
[train] epoch=3 step=178700 loss=2.0897 lr=9.63e-04
[train] epoch=3 step=178750 loss=2.0988 lr=9.63e-04
[train] epoch=3 step=178800 loss=2.1407 lr=9.63e-04
[train] epoch=3 step=178850 loss=2.0903 lr=9.63e-04
[train] epoch=3 step=178900 loss=2.0818 lr=9.63e-04
[train] epoch=3 step=178950 loss=2.1310 lr=9.63e-04
[train] epoch=3 step=179000 loss=2.2165 lr=9.63e-04
[train] epoch=3 step=179050 loss=2.0944 lr=9.63e-04
[train] epoch=3 step=179100 loss=2.0740 lr=9.63e-04
[train] epoch=3 step=179150 loss=2.0215 lr=9.63e-04
[train] epoch=3 step=179200 loss=1.9955 lr=9.63e-04
[train] epoch=3 step=179250 loss=2.3088 lr=9.63e-04
[train] epoch=3 step=179300 loss=2.2073 lr=9.63e-04
[train] epoch=3 step=179350 loss=2.1401 lr=9.63e-04
[train] epoch=3 step=179400 loss=2.0845 lr=9.63e-04
[train] epoch=3 step=179450 loss=2.1308 lr=9.63e-04
[train] epoch=3 step=179500 loss=2.1225 lr=9.63e-04
[train] epoch=3 step=179550 loss=2.1840 lr=9.63e-04
[train] epoch=3 step=179600 loss=2.1406 lr=9.63e-04
[train] epoch=3 step=179650 loss=2.1442 lr=9.63e-04
[train] epoch=3 step=179700 loss=2.1526 lr=9.63e-04
[train] epoch=3 step=179750 loss=2.1008 lr=9.63e-04
[train] epoch=3 step=179800 loss=2.1520 lr=9.63e-04
[train] epoch=3 step=179850 loss=2.2131 lr=9.63e-04
[train] epoch=3 step=179900 loss=2.0398 lr=9.63e-04
[train] epoch=3 step=179950 loss=2.1461 lr=9.63e-04
[train] epoch=3 step=180000 loss=2.0481 lr=9.63e-04
[train] epoch=3 step=180050 loss=2.2157 lr=9.63e-04
[train] epoch=3 step=180100 loss=2.1039 lr=9.63e-04
[train] epoch=3 step=180150 loss=2.1512 lr=9.63e-04
[train] epoch=3 step=180200 loss=2.1449 lr=9.63e-04
[train] epoch=3 step=180250 loss=2.0870 lr=9.63e-04
[train] epoch=3 step=180300 loss=2.0556 lr=9.63e-04
[train] epoch=3 step=180350 loss=2.0651 lr=9.63e-04
[train] epoch=3 step=180400 loss=2.2084 lr=9.63e-04
[train] epoch=3 step=180450 loss=2.1702 lr=9.63e-04
[train] epoch=3 step=180500 loss=2.2325 lr=9.63e-04
[train] epoch=3 step=180550 loss=2.0834 lr=9.63e-04
[train] epoch=3 step=180600 loss=2.1487 lr=9.63e-04
[train] epoch=3 step=180650 loss=2.0364 lr=9.63e-04
[train] epoch=3 step=180700 loss=2.1395 lr=9.63e-04
[train] epoch=3 step=180750 loss=2.1778 lr=9.63e-04
[train] epoch=3 step=180800 loss=2.1790 lr=9.63e-04
[train] epoch=3 step=180850 loss=2.1968 lr=9.63e-04
[train] epoch=3 step=180900 loss=2.0879 lr=9.63e-04
[train] epoch=3 step=180950 loss=2.0832 lr=9.63e-04
[train] epoch=3 step=181000 loss=2.2305 lr=9.63e-04
[train] epoch=3 step=181050 loss=2.1409 lr=9.63e-04
[train] epoch=3 step=181100 loss=2.1883 lr=9.63e-04
[train] epoch=3 step=181150 loss=2.0518 lr=9.63e-04
[train] epoch=3 step=181200 loss=2.1796 lr=9.63e-04
[train] epoch=3 step=181250 loss=2.2269 lr=9.63e-04
[train] epoch=3 step=181300 loss=2.1570 lr=9.63e-04
[train] epoch=3 step=181350 loss=2.1173 lr=9.63e-04
[train] epoch=3 step=181400 loss=2.1743 lr=9.63e-04
[train] epoch=3 step=181450 loss=2.2143 lr=9.63e-04
[train] epoch=3 step=181500 loss=2.2336 lr=9.63e-04
[train] epoch=3 step=181550 loss=2.1719 lr=9.63e-04
[train] epoch=3 step=181600 loss=2.1826 lr=9.63e-04
[train] epoch=3 step=181650 loss=2.1285 lr=9.63e-04
[train] epoch=3 step=181700 loss=2.2276 lr=9.63e-04
[train] epoch=3 step=181750 loss=2.1192 lr=9.63e-04
[train] epoch=3 step=181800 loss=2.2514 lr=9.63e-04
[train] epoch=3 step=181850 loss=2.1041 lr=9.63e-04
[train] epoch=3 step=181900 loss=2.1042 lr=9.63e-04
[train] epoch=3 step=181950 loss=2.2204 lr=9.63e-04
[train] epoch=3 step=182000 loss=2.2749 lr=9.63e-04
[train] epoch=3 step=182050 loss=2.0287 lr=9.63e-04
[train] epoch=3 step=182100 loss=2.0770 lr=9.63e-04
[train] epoch=3 step=182150 loss=1.9922 lr=9.63e-04
[train] epoch=3 step=182200 loss=2.1722 lr=9.63e-04
[train] epoch=3 step=182250 loss=2.1981 lr=9.63e-04
[train] epoch=3 step=182300 loss=2.1367 lr=9.63e-04
[train] epoch=3 step=182350 loss=2.0994 lr=9.63e-04
[train] epoch=3 step=182400 loss=2.0533 lr=9.63e-04
[train] epoch=3 step=182450 loss=2.1441 lr=9.63e-04
[train] epoch=3 step=182500 loss=2.1230 lr=9.63e-04
[train] epoch=3 step=182550 loss=2.1871 lr=9.63e-04
[train] epoch=3 step=182600 loss=2.1138 lr=9.63e-04
[train] epoch=3 step=182650 loss=2.0856 lr=9.63e-04
[train] epoch=3 step=182700 loss=2.1904 lr=9.63e-04
[train] epoch=3 step=182750 loss=2.1144 lr=9.63e-04
[train] epoch=3 step=182800 loss=2.2071 lr=9.63e-04
[train] epoch=3 step=182850 loss=2.0711 lr=9.63e-04
[train] epoch=3 step=182900 loss=2.1255 lr=9.63e-04
[train] epoch=3 step=182950 loss=2.1432 lr=9.63e-04
[train] epoch=3 step=183000 loss=2.1279 lr=9.63e-04
[train] epoch=3 step=183050 loss=2.1350 lr=9.63e-04
[train] epoch=3 step=183100 loss=2.0304 lr=9.63e-04
[train] epoch=3 step=183150 loss=2.1595 lr=9.63e-04
[train] epoch=3 step=183200 loss=2.1076 lr=9.63e-04
[train] epoch=3 step=183250 loss=2.1366 lr=9.63e-04
[train] epoch=3 step=183300 loss=2.1447 lr=9.63e-04
[train] epoch=3 step=183350 loss=2.1395 lr=9.63e-04
[train] epoch=3 step=183400 loss=2.1208 lr=9.63e-04
[train] epoch=3 step=183450 loss=2.0228 lr=9.63e-04
[train] epoch=3 step=183500 loss=2.1387 lr=9.63e-04
[train] epoch=3 step=183550 loss=2.0946 lr=9.63e-04
[train] epoch=3 step=183600 loss=2.1338 lr=9.63e-04
[train] epoch=3 step=183650 loss=2.2365 lr=9.63e-04
[train] epoch=3 step=183700 loss=2.1746 lr=9.63e-04
[train] epoch=3 step=183750 loss=2.0052 lr=9.63e-04
[train] epoch=3 step=183800 loss=2.1695 lr=9.63e-04
[train] epoch=3 step=183850 loss=2.1251 lr=9.63e-04
[train] epoch=3 step=183900 loss=2.1372 lr=9.63e-04
[train] epoch=3 step=183950 loss=2.0496 lr=9.63e-04
[train] epoch=3 step=184000 loss=2.0674 lr=9.63e-04
[train] epoch=3 step=184050 loss=2.1304 lr=9.63e-04
[train] epoch=3 step=184100 loss=2.0977 lr=9.63e-04
[train] epoch=3 step=184150 loss=1.9983 lr=9.63e-04
[train] epoch=3 step=184200 loss=2.1936 lr=9.63e-04
[train] epoch=3 step=184250 loss=2.0603 lr=9.63e-04
[train] epoch=3 step=184300 loss=2.0721 lr=9.63e-04
[train] epoch=3 step=184350 loss=2.2630 lr=9.63e-04
[train] epoch=3 step=184400 loss=2.0392 lr=9.63e-04
[train] epoch=3 step=184450 loss=2.2547 lr=9.63e-04
[train] epoch=3 step=184500 loss=2.1406 lr=9.63e-04
[train] epoch=3 step=184550 loss=2.1723 lr=9.63e-04
[train] epoch=3 step=184600 loss=2.1977 lr=9.63e-04
[train] epoch=3 step=184650 loss=2.1814 lr=9.63e-04
[train] epoch=3 step=184700 loss=2.1236 lr=9.63e-04
[train] epoch=3 step=184750 loss=2.1322 lr=9.63e-04
[train] epoch=3 step=184800 loss=2.1653 lr=9.63e-04
[train] epoch=3 step=184850 loss=2.2321 lr=9.63e-04
[train] epoch=3 step=184900 loss=2.1217 lr=9.63e-04
[train] epoch=3 step=184950 loss=2.0121 lr=9.63e-04
[train] epoch=3 step=185000 loss=2.1733 lr=9.63e-04
[train] epoch=3 step=185050 loss=2.1136 lr=9.63e-04
[train] epoch=3 step=185100 loss=2.0576 lr=9.63e-04
[train] epoch=3 step=185150 loss=2.2388 lr=9.63e-04
[train] epoch=3 step=185200 loss=2.0136 lr=9.63e-04
